feature,ks_stat,ks_pvalue,metric
Tela 23_part_1,0.02666666666666667,0.9999999999824455,KS
Tela 23_part_2,0.7460640301318268,9.589250211473589e-30,KS
Tela 25_part_1,0.022222222222222223,1.0,KS
Tela 25_part_2,0.6440677966101694,2.5621375135416506e-21,KS
Tela 25_part_3,0.7216572504708098,1.603364732347779e-27,KS
Tela 25_part_4,0.6785687382297552,6.178432252984196e-24,KS
Tela 25_part_5,0.6972128060263654,1.945577592587147e-25,KS
Tela 25_part_6,0.8227495291902072,7.152126894018878e-38,KS
Tela 25_part_7,0.7105461393596987,1.47480388487533e-26,KS
Tela 25_part_8,0.6972128060263654,1.945577592587147e-25,KS
Tela 25_part_9,0.8819209039548023,9.047618038557171e-46,KS
Tela 25_part_10,0.8105084745762712,2.0594396394996182e-36,KS
Tela 25_part_11,0.6240677966101695,6.642273252986279e-20,KS
Tela 25_part_12,0.6563465160075329,3.1659344919724054e-22,KS
Tela 25_part_13,0.6394350282485876,5.393853096144716e-21,KS
Tela 25_part_14,0.4745762711864407,2.965811199780097e-11,KS
Tela 25_part_15,0.02,1.0,KS
Tela 26_part_1,0.03111111111111111,0.9999999866175463,KS
Tela 26_part_2,0.5254237288135594,7.569931782321359e-14,KS
Tela 26_part_3,0.8205273069679849,1.3114434723671697e-37,KS
Tela 26_part_4,0.6804896421845574,4.443386352467486e-24,KS
Tela 26_part_5,0.3898305084745763,1.2433763589086056e-07,KS
Tela 26_part_6,0.4129566854990584,1.551854453963753e-08,KS
Tela 26_part_7,0.41966101694915253,8.242180355100696e-09,KS
Tela 27_part_1,0.028888888888888888,0.999999999303275,KS
Tela 27_part_2,0.45111111111111113,3.580426777971325e-10,KS
Tela 28_part_1,0.006666666666666667,1.0,KS
Tela 28_part_2,0.8144256120527307,6.555103210621581e-37,KS
Tela 28_part_3,0.4576271186440678,1.8377196748537705e-10,KS
Tela 28_part_4,0.6299058380414313,2.595426218184019e-20,KS
Tela 28_part_5,0.559322033898305,9.111210275377923e-16,KS
Tela 28_part_6,0.5084745762711864,6.032670750809682e-13,KS
Tela 28_part_7,0.44154425612052733,9.668164634163127e-10,KS
Tela 28_part_8,0.4745762711864407,2.965811199780097e-11,KS
Tela 29_part_1,0.017777777777777778,1.0,KS
Tela 29_part_2,0.011111111111111112,1.0,KS
Tela 29_part_3,0.05555555555555555,0.9938252624497692,KS
Tela 29_part_4,0.015555555555555555,1.0,KS
Tela 29_part_5,0.015555555555555555,1.0,KS
Tela 30_part_1,0.02,1.0,KS
Tela 30_part_2,0.755819209039548,1.1464864604813476e-30,KS
Tela 31_part_1,0.011111111111111112,1.0,KS
Tela 31_part_2,0.7649717514124293,1.3460846096729464e-31,KS
Tela 31_part_3,0.8366478342749529,1.3138055565983612e-39,KS
Tela 31_part_4,0.5932203389830508,7.506196017218704e-18,KS
Tela 31_part_5,0.6985687382297552,1.4795674954392493e-25,KS
Tela 31_part_6,0.5852354048964219,2.4312046586504617e-17,KS
Tela 31_part_7,0.43156308851224107,2.614772663892721e-09,KS
Tela 32_part_1,0.015555555555555555,1.0,KS
Tela 32_part_2,0.02,1.0,KS
Tela 32_part_3,0.03777777777777778,0.9999943549858027,KS
Tela 33_part_1,0.013333333333333334,1.0,KS
Tela 33_part_2,0.5377777777777778,1.547631766288201e-14,KS
Tela 33_part_3,0.5244444444444445,8.408818064318303e-14,KS
Tela 33_part_4,0.8266666666666667,2.5251136771476397e-38,KS
Tela 33_part_5,0.4911111111111111,4.5573083595544114e-12,KS
Tela 41_part_1,0.022222222222222223,1.0,KS
Tela 41_part_2,0.7922033898305084,2.079129701616898e-34,KS
Tela 41_part_3,0.5177024482109228,1.9850320018202219e-13,KS
Tela 41_part_4,0.559322033898305,9.111210275377923e-16,KS
Tela 41_part_5,0.26937853107344634,0.0007782540727099594,KS
Tela 41_part_6,0.5160075329566854,2.432023005223301e-13,KS
Tela 41_part_7,0.39325800376647835,9.25852507567555e-08,KS
Tela 41_part_8,0.5423728813559322,8.693354298703612e-15,KS
Tela 42_part_1,0.028888888888888888,0.999999999303275,KS
Tela 42_part_2,0.6440677966101694,2.5621375135416506e-21,KS
Tela 42_part_3,0.7288135593220338,3.545818975111571e-28,KS
Tela 42_part_4,0.772165725047081,2.640995055097048e-32,KS
Tela 42_part_5,0.8305084745762712,8.780086108017926e-39,KS
Tela 43_part_1,0.017777777777777778,1.0,KS
Tela 43_part_2,0.7485499058380415,5.4245162977743734e-30,KS
Tela 43_part_3,0.771939736346516,2.837681191510394e-32,KS
Tela 43_part_4,0.5368361581920904,1.7844165533374036e-14,KS
Tela 43_part_5,0.7877212806026366,6.26429207890619e-34,KS
Tela 43_part_6,0.847457627118644,6.443226597600272e-41,KS
Tela 43_part_7,0.7061016949152542,3.5193445316966186e-26,KS
Tela 43_part_8,0.6074199623352166,8.904868518948698e-19,KS
Tela 43_part_9,0.7519020715630885,2.6294368465071402e-30,KS
Tela 43_part_10,0.5363841807909604,1.8488710969652954e-14,KS
Tela 43_part_11,0.8691525423728813,5.772029393655808e-44,KS
Tela 43_part_12,0.6779661016949152,6.948942587605381e-24,KS
Tela 43_part_13,0.7305461393596987,2.5909115916353627e-28,KS
Tela 43_part_14,0.7341242937853107,1.1976868218595358e-28,KS
Tela 43_part_15,0.7157815442561205,5.263782029825133e-27,KS
Tela 43_part_16,0.8249717514124294,3.88184114087598e-38,KS
Tela 43_part_17,0.4911111111111111,4.5573083595544114e-12,KS
Tela 43_part_18,0.7894161958568738,4.0547266456950685e-34,KS
Tela 43_part_19,0.5422222222222223,8.693561042876875e-15,KS
Tela 43_part_20,0.6029755178907721,1.7505534106976885e-18,KS
Tela 44_part_1,0.013333333333333334,1.0,KS
Tela 44_part_2,0.6271186440677966,4.098183901129145e-20,KS
Tela 44_part_3,0.3968738229755179,6.715616423968761e-08,KS
Tela 44_part_4,0.4745762711864407,2.965811199780097e-11,KS
Tela 44_part_5,0.5382297551789077,1.4904214888079198e-14,KS
Tela 44_part_6,0.7063276836158192,3.3965815530593123e-26,KS
Tela 44_part_7,0.6101694915254238,5.853038842267037e-19,KS
Tela 47_part_1,0.06,0.9853439967671583,KS
Tela 47_part_2,0.703879472693032,5.416305107207012e-26,KS
Tela 48_part_1,0.01694915254237288,1.0,KS
Tela 48_part_2,0.5423728813559322,8.693354298703612e-15,KS
Tela 49_part_1,0.02,1.0,KS
Tela 49_part_2,0.8730320150659133,1.8543154902386952e-44,KS
